地点コード,延床面積(㎡),有効率(%),有効面積(㎡),階層1,階層2,階層3,階層4,階層5,階層1_共込単価(円/㎡),階層1_共込単価(円/坪),階層2_共込単価(円/㎡),階層2_共込単価(円/坪),階層3_共込単価(円/㎡),階層3_共込単価(円/坪),階層4_共込単価(円/㎡),階層4_共込単価(円/坪),階層5_共込単価(円/㎡),階層5_共込単価(円/坪),階層1_有効面積(㎡),階層2_有効面積(㎡),階層3_有効面積(㎡),階層4_有効面積(㎡),階層5_有効面積(㎡),駐車場代単価（円/台）,駐車場台数,緯度,経度,用途,構造・階層,評価書,用途カテゴリ
本庄5-2,80,100,80,1階：店舗,,,,,2200,7273,,,,,,,,,80,0,0,0,0,0,0,36.23562305555556,139.18683,店舗,W造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112110502.html,店舗系
本庄5-3,300,100,300,1階：店舗,,,,,2100,6942,,,,,,,,,300,0,0,0,0,0,0,36.24646611111111,139.19135694444444,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112110503.html,店舗系
東松山-1,180,100,180,1階：居宅,2階：居宅,,,,2018,6671,2057,6800,,,,,,,90,90,0,0,0,0,0,36.033946944444445,139.4046811111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112120001.html,戸建住宅系
東松山5-1,140,100,140,1階：店舗,2階：店舗,,,,2693,8902,1950,6446,,,,,,,70,70,0,0,0,0,0,36.03675027777778,139.40143777777777,低層店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112120501.html,店舗系
東松山5-2,370,100,370,1階：店舗,2階：居宅,,,,2200,7273,1878,6208,,,,,,,196,174,0,0,0,0,0,36.002338888888886,139.39599194444443,低層店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112120502.html,店舗＆共同住宅
東松山5-3,299.92,100,299.92,1階：店舗,2階：店舗,,,,2210,7306,1886,6235,,,,,,,149.96,149.96,0,0,0,0,0,36.03514388888889,139.400565,低層店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112120503.html,店舗系
東松山9-1,15000,100,15000,1～3階：倉庫,,,,,1095,3620,,,,,,,,,5000,0,0,0,0,0,0,36.03674611111111,139.35947805555554,倉庫,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112120901.html,工場・倉庫
春日部-3,161.2,100,161.2,地上1階：居宅,地上2階：居宅,,,,1850,6116,1887,6238,,,,,,,80.6,80.6,0,0,0,0,0,35.97676888888889,139.7486461111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140003.html,戸建住宅系
春日部-4,121.2,100,121.2,地上1階：居宅,地上2階：居宅,,,,1847,6106,1884,6228,,,,,,,60.6,60.6,0,0,0,0,0,35.97027111111111,139.744865,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140004.html,戸建住宅系
春日部-6,141.2,100,141.2,地上1階：居宅,地上2階：居宅,,,,1793,5927,1829,6046,,,,,,,70.6,70.6,0,0,0,0,0,35.96532,139.76690305555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140006.html,戸建住宅系
春日部-7,176.5,100,176.5,地上1階：居宅,地上2階：居宅,,,,1749,5782,1784,5898,,,,,,,88.25,88.25,0,0,0,0,0,35.987865,139.75534305555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140007.html,戸建住宅系
春日部-8,197.46,100,197.46,地上1階：居宅,地上2階：居宅,,,,1721,5689,1755,5802,,,,,,,98.73,98.73,0,0,0,0,0,35.98288194444444,139.74092305555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140008.html,戸建住宅系
春日部-11,83.16,100,83.16,地上1階：居宅,地上2階：居宅,,,,1716,5673,1750,5785,,,,,,,41.58,41.58,0,0,0,0,0,35.981718055555554,139.76294,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140011.html,戸建住宅系
春日部-12,108,100,108,地上1階：居宅,地上2階：居宅,,,,1891,6251,1929,6377,,,,,,,54,54,0,0,0,0,0,35.97262305555556,139.75020305555557,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140012.html,戸建住宅系
春日部-13,127.68,100,127.68,地上1階：居宅,地上2階：居宅,,,,1693,5597,1727,5709,,,,,,,63.84,63.84,0,0,0,0,0,35.99640194444444,139.7488561111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140013.html,戸建住宅系
春日部-15,121.2,100,121.2,地上1階：居宅,地上2階：居宅,,,,1763,5828,1798,5944,,,,,,,60.6,60.6,0,0,0,0,0,35.94909,139.76400999999998,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140015.html,戸建住宅系
春日部-17,133.32,100,133.32,地上1階：居宅,地上2階：居宅,,,,1784,5898,1820,6017,,,,,,,66.66,66.66,0,0,0,0,0,35.951233888888886,139.77400694444444,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140017.html,戸建住宅系
春日部-19,71.14,100,71.14,地上1階：居宅,地上2階：居宅,,,,1786,5904,1822,6023,,,,,,,35.57,35.57,0,0,0,0,0,35.97322694444444,139.76188805555557,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140019.html,戸建住宅系
春日部-20,142.8,100,142.8,地上1階：居宅,地上2階：居宅,,,,1743,5762,1778,5878,,,,,,,71.4,71.4,0,0,0,0,0,35.98656111111111,139.7322888888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140020.html,戸建住宅系
春日部-21,161.2,100,161.2,地上1階：居宅,地上2階：居宅,,,,1723,5696,1757,5808,,,,,,,80.6,80.6,0,0,0,0,0,35.96823388888889,139.77871000000002,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140021.html,戸建住宅系
春日部-22,155.32,100,155.32,地上1階：居宅,地上2階：居宅,,,,1682,5560,1716,5673,,,,,,,77.66,77.66,0,0,0,0,0,35.96063388888889,139.79079305555555,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140022.html,戸建住宅系
春日部-23,128,100,128,2階：居宅,地上1階：居宅,,,,1732,5726,1698,5613,,,,,,,64,64,0,0,0,0,0,35.96965111111111,139.7630288888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140023.html,戸建住宅系
春日部-25,96.72,100,96.72,地上1階：居宅,地上2階：居宅,,,,1684,5567,1718,5679,,,,,,,48.36,48.36,0,0,0,0,0,35.97665,139.77030805555555,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140025.html,戸建住宅系
春日部-26,112.84,100,112.84,地上1階：居宅,地上2階：居宅,,,,1602,5296,1634,5402,,,,,,,56.42,56.42,0,0,0,0,0,35.98552,139.81599694444444,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140026.html,戸建住宅系
春日部-29,169.44,100,169.44,地上1階：居宅,地上2階：居宅,,,,1813,5993,1849,6112,,,,,,,84.72,84.72,0,0,0,0,0,35.97561111111111,139.7444188888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140029.html,戸建住宅系
春日部-31,91.78,100,91.78,地上1階：居宅,地上2階：居宅,,,,1704,5633,1738,5745,,,,,,,45.89,45.89,0,0,0,0,0,35.97101888888889,139.7336388888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140031.html,戸建住宅系
春日部-32,96.72,100,96.72,地上1階：居宅,地上2階：居宅,,,,1696,5607,1730,5719,,,,,,,48.36,48.36,0,0,0,0,0,35.99077194444444,139.73444111111112,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140032.html,戸建住宅系
春日部-33,71.14,100,71.14,地上1階：居宅,地上2階：居宅,,,,1669,5517,1702,5626,,,,,,,35.57,35.57,0,0,0,0,0,35.98112888888889,139.79853305555554,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140033.html,戸建住宅系
春日部-34,145.44,100,145.44,地上1階：居宅,地上2階：居宅,,,,1789,5914,1825,6033,,,,,,,72.72,72.72,0,0,0,0,0,35.95348833333333,139.76594527777777,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140034.html,戸建住宅系
春日部-35,96.72,100,96.72,地上1階：居宅,地上2階：居宅,,,,1646,5441,1679,5550,,,,,,,48.36,48.36,0,0,0,0,0,35.98990305555556,139.8121011111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140035.html,戸建住宅系
春日部5-1,920.36,83.1,764.6,2階：事務所,3階：事務所,4階：事務所,塔屋5階：,地上1階：店舗,2500,8264,2500,8264,2500,8264,,,4000,13223,191.15,191.15,191.15,0,191.15,0,0,35.97732611111111,139.7499161111111,店舗兼事務所,S造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140501.html,店舗＆事務所
春日部5-2,1166.62,97.1,1133.02,2階：事務所,3階：事務所,4階：事務所,5～7階：事務所,地上1階：店舗,3150,10413,2750,9091,2320,7669,2320,7669,4210,13917,162.46,162.46,162.46,162.46,158.26,0,0,35.97821388888889,139.7521711111111,中高層店舗兼事務所,S造地上7階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140502.html,店舗＆事務所
春日部5-3,395.37,87.3,345.03,2階：事務所,3階：事務所,地上1階：店舗,,,2434,8046,2434,8046,3120,10314,,,,,115.01,115.01,115.01,0,0,0,0,35.98141888888889,139.7570311111111,店舗兼事務所,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140503.html,店舗＆事務所
春日部5-4,1266.2,80.3,1016.67,2階：事務所,3階：事務所,4階：事務所,5階：事務所,地上1階：店舗,3536,11689,2600,8595,2600,8595,2600,8595,3978,13150,204.72,204.72,204.72,204.72,197.79,0,0,35.98077805555556,139.75339694444443,中層店舗兼事務所,S造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140504.html,店舗＆事務所
春日部5-5,330,100,330,地上1階：店舗,,,,,2790,9223,,,,,,,,,330,0,0,0,0,0,0,35.97089611111111,139.7368788888889,低層店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140505.html,店舗系
春日部5-6,240,100,240,地上1階：店舗,,,,,2970,9818,,,,,,,,,240,0,0,0,0,0,0,35.969681944444446,139.75670694444446,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140506.html,店舗系
春日部5-7,500,100,500,地上1階：店舗,,,,,3000,9917,,,,,,,,,500,0,0,0,0,0,0,35.94077888888889,139.77635694444444,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140507.html,店舗系
春日部9-1,964.57,100,964.57,1階：倉庫,2階：事務所,,,,1550,5124,1550,5124,,,,,,,844.57,120,0,0,0,0,0,35.99965888888889,139.75821694444446,倉庫兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112140901.html,工場・倉庫
狭山-1,200,100,200,1階：居宅,2階：居宅,,,,1800,5950,1830,6050,,,,,,,100,100,0,0,0,0,0,35.87371,139.429045,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150001.html,戸建住宅系
狭山-2,150,100,150,1階：居宅,2階：居宅,,,,1840,6083,1890,6248,,,,,,,75,75,0,0,0,0,0,35.85284305555555,139.412995,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150002.html,戸建住宅系
狭山-3,180,100,180,1階：居宅,2階：居宅,,,,1667,5511,1717,5676,,,,,,,90,90,0,0,0,0,0,35.85199611111111,139.4097,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150003.html,戸建住宅系
狭山-10,160,100,160,1階：居宅,2階：居宅,,,,1600,5289,1648,5448,,,,,,,80,80,0,0,0,0,0,35.859335,139.42935888888888,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150010.html,戸建住宅系
狭山-12,180,100,180,1階：居宅,2階：居宅,,,,1800,5950,1850,6116,,,,,,,90,90,0,0,0,0,0,35.85096111111111,139.41982694444445,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150012.html,戸建住宅系
狭山-14,140,100,140,1階：居宅,2階：居宅,,,,1915,6331,1943,6423,,,,,,,70,70,0,0,0,0,0,35.859583055555554,139.41572888888888,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150014.html,戸建住宅系
狭山-20,144,100,144,1階：居宅,2階：居宅,,,,1806,5970,1856,6136,,,,,,,72,72,0,0,0,0,0,35.85512555555556,139.42227305555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150020.html,戸建住宅系
狭山-22,90,100,90,1階：居宅,2階：居宅,,,,1578,5217,1600,5289,,,,,,,45,45,0,0,0,0,0,35.87102888888889,139.42658805555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150022.html,戸建住宅系
狭山-23,110,100,110,1階：居宅,2階：居宅,,,,1745,5769,1782,5891,,,,,,,55,55,0,0,0,0,0,35.844140277777775,139.423475,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150023.html,戸建住宅系
狭山5-1,2086.95,82.4,1720.1,1階：店舗,2階：店舗,3～5階：事務所,,,3704,12245,2849,9418,2279,7534,,,,,292.58,356.88,356.88,0,0,0,0,35.85616888888889,139.41364194444444,店舗兼事務所,S造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150501.html,店舗＆事務所
狭山5-2,1000,100,1000,(一括)1～2階：店舗,,,,,2100,6942,,,,,,,,,1000,0,0,0,0,0,0,35.856498888888886,139.40197111111112,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150502.html,店舗系
狭山5-3,800,95,760,1階：店舗,2階：店舗,3～4階：事務所,5階：事務所,,2700,8926,2300,7603,2000,6612,2000,6612,,,171,171,171,76,0,0,0,35.83338611111111,139.42690611111112,店舗兼事務所,S造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150503.html,店舗＆事務所
狭山5-4,296,93.2,276,1階：店舗,2階：事務所,,,,2537,8387,2140,7074,,,,,,,138,138,0,0,0,0,0,35.874988055555555,139.43259694444444,店舗兼事務所,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150504.html,店舗＆事務所
狭山5-5,820,100,820,(一括)1～2階：店舗,,,,,2208,7299,,,,,,,,,820,0,0,0,0,0,0,35.85670888888889,139.42871305555556,店舗,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150505.html,店舗系
狭山5-6,270,100,270,1階：店舗,2階：居宅,3階：居宅,,,2269,7501,1800,5950,1830,6050,,,,,90,90,90,0,0,0,0,35.87226722222222,139.43282888888888,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150506.html,店舗＆共同住宅
狭山9-1,15120,100,15120,(一括)1～3階：倉庫,,,,,1191,3937,,,,,,,,,15120,0,0,0,0,0,0,35.872825,139.39014305555557,倉庫,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112150901.html,工場・倉庫
羽生-1,157,100,157,1階：居宅,2階：居宅,,,,1563,5167,1563,5167,,,,,,,78.5,78.5,0,0,0,0,0,36.17270694444444,139.55132111111112,重層長屋,-,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160001.html,戸建住宅系
羽生-2,161.32,100,161.32,1階：住宅,2階：住宅,,,,1563,5167,1563,5167,,,,,,,80.66,80.66,0,0,0,0,0,36.176651944444444,139.53457194444445,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160002.html,戸建住宅系
羽生-3,216,100,216,1階：住宅,2階：住宅,,,,1510,4992,1510,4992,,,,,,,108,108,0,0,0,0,0,36.17220611111111,139.50990000000002,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160003.html,戸建住宅系
羽生-4,72,100,72,地上1階：居宅,地上2階：居宅,,,,1567,5180,1598,5283,,,,,,,36,36,0,0,0,0,0,36.168283055555555,139.54267000000002,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160004.html,戸建住宅系
羽生-5,156.4,100,156.4,1階：居宅,2階：居宅,,,,1582,5230,1610,5322,,,,,,,78.2,78.2,0,0,0,0,0,36.167273888888886,139.53145694444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160005.html,戸建住宅系
羽生-6,160,100,160,地上1階：居宅,地上2階：居宅,,,,1512,4998,1542,5098,,,,,,,80,80,0,0,0,0,0,36.18156694444445,139.5489138888889,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160006.html,戸建住宅系
羽生-7,76,100,76,1階：居宅,2階：居宅,,,,1591,5260,1591,5260,,,,,,,38,38,0,0,0,3000,1,36.16681611111111,139.53734694444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160007.html,戸建住宅系
羽生-9,143,100,143,1階：居宅,2階：居宅,,,,1534,5071,1544,5104,,,,,,,71.5,71.5,0,0,0,0,0,36.18219888888889,139.54043611111112,住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160009.html,戸建住宅系
羽生-10,172,100,172,1階：居宅,2階：居宅,,,,1553,5134,1553,5134,,,,,,,86,86,0,0,0,0,0,36.172666944444444,139.55601805555554,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160010.html,戸建住宅系
羽生-11,150.4,100,150.4,1階：居宅,2階：居宅,,,,1563,5167,1563,5167,,,,,,,75.2,75.2,0,0,0,0,0,36.173095,139.53003,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160011.html,戸建住宅系
羽生-14,162.2,100,162.2,地上1階：居宅,地上2階：居宅,,,,1515,5008,1517,5015,,,,,,,81.1,81.1,0,0,0,0,0,36.17691388888889,139.53059694444443,重層長屋,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160014.html,戸建住宅系
羽生5-1,60,100,60,地上1階：店舗,,,,,1700,5620,,,,,,,,,60,0,0,0,0,0,0,36.171895,139.539015,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160501.html,店舗系
羽生5-2,112.2,100,112.2,地上1階：店舗,,,,,1600,5289,,,,,,,,,112.2,0,0,0,0,0,0,36.17210611111111,139.53420194444445,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160502.html,店舗系
羽生5-3,425,100,425,1階：店舗,,,,,1751,5788,,,,,,,,,425,0,0,0,0,0,0,36.164771944444446,139.5445838888889,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/11/2026112160503.html,店舗系
